OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Region Index,Product  Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0006890,13-09-2017,22-09-2017,48,Distributor,NZD,AXW291,87,7,5,1092.1,775.39,5460.5
SO - 0006964,13-09-2017,24-09-2017,4,Distributor,EUR,AXW291,38,11,9,1118.9,604.21,10070.1
SO - 0007568,13-09-2017,17-09-2017,36,Wholesale,NZD,AXW291,16,4,8,1098.8,879.04,8790.4
SO - 0001508,14-09-2017,28-09-2017,18,Wholesale,USD,AXW291,12,5,8,3959.7,2653.0,31677.6
SO - 0001561,14-09-2017,30-09-2017,15,Export,USD,AXW291,72,1,11,5038.4,3023.04,55422.4
SO - 0002092,14-09-2017,21-09-2017,39,Distributor,USD,AXW291,13,1,10,991.6,743.7,9916.0
SO - 0002441,14-09-2017,17-09-2017,20,Export,USD,AXW291,24,5,9,2539.3,1295.04,22853.7
SO - 0005841,14-09-2017,01-10-2017,10,Distributor,USD,AXW291,9,11,5,268.0,163.48,1340.0
SO - 0006016,14-09-2017,26-09-2017,31,Wholesale,NZD,AXW291,44,13,11,884.4,442.2,9728.4
SO - 0007033,14-09-2017,28-09-2017,38,Wholesale,NZD,AXW291,37,1,9,1045.2,606.22,9406.8
SO - 0007184,14-09-2017,27-09-2017,7,Wholesale,USD,AXW291,64,7,10,1963.1,1217.12,19631.0
SO - 0007953,14-09-2017,19-09-2017,42,Wholesale,NZD,AXW291,85,7,7,2345.0,1782.2,16415.0
SO - 0001039,15-09-2017,21-09-2017,39,Wholesale,NZD,AXW291,58,11,7,3396.9,2140.05,23778.3
SO - 0001240,15-09-2017,22-09-2017,16,Distributor,USD,AXW291,97,2,5,3906.1,1757.75,19530.5
SO - 0002002,15-09-2017,25-09-2017,24,Distributor,NZD,AXW291,98,5,12,3182.5,2004.98,38190.0
SO - 0004363,15-09-2017,24-09-2017,18,Wholesale,USD,AXW291,56,7,5,1179.2,801.86,5896.0
SO - 0004920,15-09-2017,27-09-2017,40,Wholesale,USD,AXW291,45,7,6,3993.2,3154.63,23959.2
SO - 0005393,15-09-2017,21-09-2017,48,Distributor,GBP,AXW291,61,1,8,951.4,732.58,7611.2
SO - 0007643,15-09-2017,03-10-2017,25,Wholesale,GBP,AXW291,63,1,6,911.2,446.49,5467.2
SO - 0007807,15-09-2017,02-10-2017,1,Distributor,AUD,AXW291,23,1,8,1815.7,1034.95,14525.6
SO - 0007900,15-09-2017,25-09-2017,48,Distributor,NZD,AXW291,86,5,12,2224.4,1557.08,26692.8
SO - 000854,16-09-2017,03-10-2017,18,Wholesale,AUD,AXW291,38,2,6,1768.8,1043.59,10612.8
SO - 0001159,16-09-2017,24-09-2017,19,Wholesale,GBP,AXW291,55,13,5,891.1,552.48,4455.5
SO - 0002976,16-09-2017,02-10-2017,20,Wholesale,USD,AXW291,1,7,10,891.1,730.7,8911.0
SO - 0003078,16-09-2017,28-09-2017,26,Wholesale,USD,AXW291,15,5,9,797.3,645.81,7175.7
SO - 0004649,16-09-2017,22-09-2017,13,Distributor,EUR,AXW291,82,1,11,3986.5,2910.15,43851.5
SO - 0005088,16-09-2017,20-09-2017,47,Wholesale,GBP,AXW291,46,2,6,1125.6,596.57,6753.6
SO - 000833,17-09-2017,24-09-2017,31,Wholesale,NZD,AXW291,79,12,11,1145.7,687.42,12602.7
SO - 0001439,17-09-2017,30-09-2017,9,Distributor,NZD,AXW291,48,1,11,2633.1,2080.15,28964.1
SO - 0001573,17-09-2017,25-09-2017,3,Distributor,USD,AXW291,8,13,9,1092.1,698.94,9828.9
SO - 0002619,17-09-2017,04-10-2017,24,Wholesale,NZD,AXW291,24,13,7,3825.7,2180.65,26779.9
SO - 0004699,17-09-2017,28-09-2017,14,Wholesale,NZD,AXW291,3,11,8,1239.5,706.52,9916.0
SO - 0006354,17-09-2017,28-09-2017,11,Wholesale,USD,AXW291,27,13,5,2559.4,1484.45,12797.0
SO - 0001899,18-09-2017,27-09-2017,14,Wholesale,EUR,AXW291,38,14,11,1105.5,442.2,12160.5
SO - 0002063,18-09-2017,26-09-2017,4,Distributor,EUR,AXW291,54,1,7,1125.6,855.46,7879.2
SO - 0003592,18-09-2017,22-09-2017,1,Wholesale,USD,AXW291,83,7,9,3021.7,1269.11,27195.3
SO - 0004066,18-09-2017,01-10-2017,50,Distributor,AUD,AXW291,7,2,6,1072.0,707.52,6432.0
SO - 0005099,18-09-2017,05-10-2017,12,Wholesale,USD,AXW291,70,1,5,5916.1,3253.86,29580.5
SO - 000468,19-09-2017,28-09-2017,42,Distributor,AUD,AXW291,69,1,7,991.6,594.96,6941.2
SO - 000640,19-09-2017,05-10-2017,11,Wholesale,USD,AXW291,25,6,12,1098.8,769.16,13185.6
SO - 0002238,19-09-2017,06-10-2017,21,Wholesale,USD,AXW291,47,6,7,1031.8,546.85,7222.6
SO - 0002304,19-09-2017,27-09-2017,30,Distributor,NZD,AXW291,78,7,7,844.2,337.68,5909.4
SO - 0002713,19-09-2017,30-09-2017,11,Wholesale,USD,AXW291,84,13,11,2291.4,1672.72,25205.4
SO - 0004791,19-09-2017,07-10-2017,15,Wholesale,AUD,AXW291,90,7,6,3912.8,3208.5,23476.8
SO - 0005134,19-09-2017,25-09-2017,18,Wholesale,USD,AXW291,46,7,10,958.1,469.47,9581.0
SO - 0005538,19-09-2017,29-09-2017,36,Wholesale,AUD,AXW291,26,3,12,1051.9,525.95,12622.8
SO - 0007215,19-09-2017,22-09-2017,29,Export,USD,AXW291,35,13,6,1105.5,840.18,6633.0
SO - 0007233,19-09-2017,27-09-2017,8,Distributor,NZD,AXW291,77,2,8,1132.3,724.67,9058.4
SO - 0007552,19-09-2017,05-10-2017,18,Wholesale,AUD,AXW291,86,5,5,4006.6,2043.37,20033.0
SO - 0008030,19-09-2017,01-10-2017,11,Export,NZD,AXW291,18,5,9,5788.8,2431.3,52099.2
SO - 000139,20-09-2017,25-09-2017,34,Wholesale,NZD,AXW291,42,2,6,3497.4,1958.54,20984.4
SO - 000197,20-09-2017,02-10-2017,30,Export,AUD,AXW291,32,14,9,3993.2,2835.17,35938.8
SO - 0001010,20-09-2017,06-10-2017,2,Wholesale,NZD,AXW291,18,7,9,1078.7,593.29,9708.3
SO - 0002519,20-09-2017,02-10-2017,31,Distributor,NZD,AXW291,66,1,9,234.5,136.01,2110.5
SO - 000476,21-09-2017,07-10-2017,44,Export,NZD,AXW291,1,13,11,1125.6,562.8,12381.6
SO - 0001464,21-09-2017,30-09-2017,34,Wholesale,NZD,AXW291,76,13,5,1681.7,1194.01,8408.5
SO - 0001846,21-09-2017,24-09-2017,30,Wholesale,NZD,AXW291,52,2,12,1969.8,1378.86,23637.6
SO - 0001885,21-09-2017,04-10-2017,11,Wholesale,NZD,AXW291,86,2,8,3899.4,3275.5,31195.2
SO - 0002102,21-09-2017,24-09-2017,19,Distributor,USD,AXW291,93,7,6,971.5,388.6,5829.0
SO - 0002574,21-09-2017,29-09-2017,14,Distributor,USD,AXW291,68,2,9,2740.3,1863.4,24662.7
SO - 0003263,21-09-2017,01-10-2017,26,Export,GBP,AXW291,96,1,12,904.5,669.33,10854.0
SO - 0004701,21-09-2017,03-10-2017,40,Wholesale,NZD,AXW291,19,2,5,3839.1,1881.16,19195.5
SO - 0004890,21-09-2017,09-10-2017,16,Wholesale,GBP,AXW291,28,13,7,167.5,122.28,1172.5
SO - 0004916,21-09-2017,08-10-2017,17,Export,NZD,AXW291,86,1,5,1058.6,688.09,5293.0
SO - 0004982,21-09-2017,27-09-2017,18,Distributor,USD,AXW291,97,11,7,6123.8,4041.71,42866.6
SO - 0007249,21-09-2017,06-10-2017,12,Export,NZD,AXW291,75,12,8,5607.9,4374.16,44863.2
SO - 0007411,21-09-2017,09-10-2017,11,Wholesale,USD,AXW291,7,5,10,1092.1,502.37,10921.0
SO - 000481,22-09-2017,05-10-2017,2,Wholesale,AUD,AXW291,34,7,7,958.1,536.54,6706.7
SO - 000840,22-09-2017,03-10-2017,23,Wholesale,USD,AXW291,24,2,6,1005.0,793.95,6030.0
SO - 0001353,22-09-2017,27-09-2017,34,Distributor,USD,AXW291,4,13,6,3082.0,1541.0,18492.0
SO - 0002324,22-09-2017,08-10-2017,25,Export,EUR,AXW291,10,7,9,1165.8,559.58,10492.2
SO - 0005746,22-09-2017,01-10-2017,16,Export,NZD,AXW291,76,2,10,5058.5,3844.46,50585.0
SO - 0006085,22-09-2017,06-10-2017,18,Export,USD,AXW291,68,2,6,261.3,164.62,1567.8
SO - 0006873,22-09-2017,10-10-2017,45,Distributor,USD,AXW291,91,3,7,978.2,430.41,6847.4
SO - 0001256,23-09-2017,29-09-2017,4,Wholesale,USD,AXW291,14,7,12,241.2,185.72,2894.4
SO - 0002396,23-09-2017,02-10-2017,36,Export,NZD,AXW291,92,1,7,917.9,614.99,6425.3
SO - 0004048,23-09-2017,09-10-2017,11,Export,AUD,AXW291,67,8,11,5969.7,2626.67,65666.7
SO - 0004759,23-09-2017,04-10-2017,2,Distributor,GBP,AXW291,79,1,7,3309.8,1886.59,23168.6
SO - 0005772,23-09-2017,27-09-2017,29,Wholesale,USD,AXW291,25,1,8,3470.6,1874.12,27764.8
SO - 0006819,23-09-2017,26-09-2017,5,Wholesale,USD,AXW291,63,8,9,1762.1,792.95,15858.9
SO - 0006841,23-09-2017,02-10-2017,21,Export,GBP,AXW291,59,7,5,3819.0,2864.25,19095.0
SO - 000687,24-09-2017,09-10-2017,26,Distributor,NZD,AXW291,7,13,7,1139.0,649.23,7973.0
SO - 0001671,24-09-2017,09-10-2017,7,Wholesale,GBP,AXW291,50,2,6,1105.5,906.51,6633.0
SO - 0002420,24-09-2017,01-10-2017,16,Export,USD,AXW291,79,2,11,6197.5,4338.25,68172.5
SO - 0002692,24-09-2017,10-10-2017,32,Wholesale,USD,AXW291,59,13,10,1293.1,724.14,12931.0
SO - 0002803,24-09-2017,28-09-2017,30,Wholesale,NZD,AXW291,90,1,7,1862.6,1434.2,13038.2
SO - 0003630,24-09-2017,07-10-2017,43,Distributor,NZD,AXW291,82,13,11,194.3,163.21,2137.3
SO - 0003725,24-09-2017,08-10-2017,1,Distributor,NZD,AXW291,70,9,12,2613.0,1776.84,31356.0
SO - 0004797,24-09-2017,07-10-2017,49,Export,USD,AXW291,58,7,5,201.0,98.49,1005.0
SO - 0005223,24-09-2017,28-09-2017,38,Export,USD,AXW291,7,5,7,2398.6,1990.84,16790.2
SO - 0005353,24-09-2017,03-10-2017,20,Wholesale,AUD,AXW291,12,11,9,2505.8,1453.36,22552.2
SO - 0006643,24-09-2017,29-09-2017,23,Wholesale,NZD,AXW291,62,13,8,1065.3,681.79,8522.4
SO - 0007081,24-09-2017,29-09-2017,45,Wholesale,NZD,AXW291,54,12,7,911.2,646.95,6378.4
SO - 0007809,24-09-2017,11-10-2017,42,Distributor,NZD,AXW291,23,11,7,5373.4,3062.84,37613.8
SO - 0007849,24-09-2017,29-09-2017,19,Wholesale,NZD,AXW291,74,1,5,3832.4,1877.88,19162.0
SO - 0003555,25-09-2017,03-10-2017,15,Distributor,AUD,AXW291,67,9,11,1829.1,859.68,20120.1
SO - 0003941,25-09-2017,13-10-2017,24,Wholesale,USD,AXW291,99,2,10,167.5,110.55,1675.0
SO - 0003970,25-09-2017,07-10-2017,26,Wholesale,NZD,AXW291,39,5,7,1005.0,613.05,7035.0
SO - 0004938,25-09-2017,04-10-2017,10,Wholesale,NZD,AXW291,2,5,11,3879.3,1706.89,42672.3
SO - 0007935,25-09-2017,12-10-2017,3,Wholesale,GBP,AXW291,82,3,7,2010.0,1688.4,14070.0
SO - 000813,26-09-2017,13-10-2017,20,Wholesale,NZD,AXW291,78,11,8,2445.5,1100.48,19564.0
SO - 000913,26-09-2017,03-10-2017,6,Distributor,AUD,AXW291,54,5,11,3819.0,1565.79,42009.0
SO - 0001047,26-09-2017,01-10-2017,29,Wholesale,AUD,AXW291,26,5,9,2546.0,1502.14,22914.0
SO - 0002392,26-09-2017,03-10-2017,3,Wholesale,AUD,AXW291,28,12,10,1340.0,844.2,13400.0
SO - 0002743,26-09-2017,03-10-2017,4,Wholesale,USD,AXW291,10,8,12,3879.3,3142.23,46551.6
SO - 0008019,26-09-2017,30-09-2017,7,Wholesale,USD,AXW291,67,8,12,6097.0,3353.35,73164.0
SO - 0008034,26-09-2017,07-10-2017,17,Wholesale,USD,AXW291,81,7,5,998.3,589.0,4991.5
SO - 000849,27-09-2017,01-10-2017,16,Wholesale,NZD,AXW291,6,11,8,254.6,165.49,2036.8
SO - 0003109,27-09-2017,13-10-2017,48,Wholesale,USD,AXW291,76,7,11,1065.3,575.26,11718.3
SO - 0003317,27-09-2017,14-10-2017,1,Wholesale,NZD,AXW291,96,7,12,2807.3,1908.96,33687.6
SO - 0005132,27-09-2017,12-10-2017,30,Distributor,USD,AXW291,47,7,11,877.7,728.49,9654.7
SO - 0007612,27-09-2017,15-10-2017,9,Distributor,AUD,AXW291,80,5,6,1165.8,617.87,6994.8
SO - 0001181,28-09-2017,04-10-2017,49,Distributor,AUD,AXW291,66,14,6,2559.4,2124.3,15356.4
SO - 0002348,28-09-2017,16-10-2017,1,Distributor,AUD,AXW291,19,7,9,261.3,143.72,2351.7
SO - 0002868,28-09-2017,04-10-2017,30,Wholesale,USD,AXW291,16,13,10,2351.7,1787.29,23517.0
SO - 0003715,28-09-2017,10-10-2017,22,Wholesale,AUD,AXW291,81,11,10,1085.4,857.47,10854.0
SO - 0004074,28-09-2017,03-10-2017,9,Export,USD,AXW291,63,11,12,857.6,505.98,10291.2
SO - 0004869,28-09-2017,05-10-2017,4,Distributor,NZD,AXW291,51,13,8,884.4,566.02,7075.2
SO - 0005021,28-09-2017,04-10-2017,24,Wholesale,USD,AXW291,77,1,7,804.0,353.76,5628.0
SO - 0005113,28-09-2017,15-10-2017,20,Wholesale,NZD,AXW291,47,1,6,2432.1,1361.98,14592.6
SO - 0005521,28-09-2017,07-10-2017,37,Export,AUD,AXW291,37,9,6,1125.6,934.25,6753.6
SO - 0007930,28-09-2017,05-10-2017,15,Wholesale,NZD,AXW291,35,12,9,1045.2,512.15,9406.8
SO - 0001073,29-09-2017,10-10-2017,50,Wholesale,AUD,AXW291,34,7,8,1165.8,524.61,9326.4
SO - 0003319,29-09-2017,13-10-2017,28,Wholesale,AUD,AXW291,77,11,9,3015.0,2381.85,27135.0
SO - 0004471,29-09-2017,05-10-2017,39,Wholesale,GBP,AXW291,76,13,12,2237.8,939.88,26853.6
SO - 0005765,29-09-2017,14-10-2017,31,Distributor,AUD,AXW291,63,9,7,5688.3,2502.85,39818.1
SO - 0001540,30-09-2017,13-10-2017,23,Wholesale,NZD,AXW291,41,3,11,1098.8,780.15,12086.8
SO - 0001830,30-09-2017,09-10-2017,45,Wholesale,NZD,AXW291,10,13,11,6143.9,4362.17,67582.9
SO - 0003057,30-09-2017,08-10-2017,29,Wholesale,USD,AXW291,37,2,5,3510.8,1720.29,17554.0
SO - 0006507,30-09-2017,03-10-2017,5,Distributor,NZD,AXW291,21,2,5,1038.5,643.87,5192.5
SO - 000265,1-10-2017,10-10-2017,45,Wholesale,USD,AXW291,69,2,10,1038.5,758.11,10385.0
SO - 0001653,1-10-2017,13-10-2017,29,Distributor,NZD,AXW291,41,11,9,2613.0,1358.76,23517.0
SO - 0003136,1-10-2017,07-10-2017,34,Distributor,USD,AXW291,21,11,10,1876.0,1557.08,18760.0
SO - 0008041,1-10-2017,07-10-2017,33,Distributor,NZD,AXW291,62,9,8,3899.4,1754.73,31195.2
SO - 0001374,2-10-2017,08-10-2017,43,Wholesale,USD,AXW291,95,2,7,2391.9,1770.01,16743.3
SO - 0001819,2-10-2017,05-10-2017,24,Wholesale,NZD,AXW291,48,2,12,2224.4,1801.76,26692.8
SO - 0002069,2-10-2017,17-10-2017,34,Export,EUR,AXW291,76,1,11,5661.5,2321.22,62276.5
SO - 0004544,2-10-2017,16-10-2017,16,Export,USD,AXW291,96,1,9,2412.0,1206.0,21708.0
SO - 0004612,2-10-2017,16-10-2017,21,Wholesale,NZD,AXW291,13,5,12,2619.7,2069.56,31436.4
SO - 0006365,2-10-2017,16-10-2017,12,Distributor,USD,AXW291,50,7,9,1005.0,532.65,9045.0
SO - 0006429,2-10-2017,19-10-2017,3,Wholesale,NZD,AXW291,24,1,7,1159.1,672.28,8113.7
SO - 0007074,2-10-2017,06-10-2017,17,Wholesale,NZD,AXW291,18,5,10,247.9,205.76,2479.0
SO - 0007670,2-10-2017,09-10-2017,8,Wholesale,AUD,AXW291,78,3,9,6365.0,5219.3,57285.0
SO - 000695,3-10-2017,16-10-2017,43,Wholesale,NZD,AXW291,92,7,9,3852.5,3043.48,34672.5
SO - 0001335,3-10-2017,08-10-2017,44,Wholesale,AUD,AXW291,11,2,7,221.1,185.72,1547.7
SO - 0001360,3-10-2017,19-10-2017,6,Wholesale,AUD,AXW291,44,2,11,3048.5,1768.13,33533.5
SO - 0001458,3-10-2017,08-10-2017,12,Wholesale,NZD,AXW291,66,4,9,1011.7,435.03,9105.3
SO - 0002126,3-10-2017,08-10-2017,46,Distributor,NZD,AXW291,52,14,7,1038.5,633.49,7269.5
SO - 0002373,3-10-2017,18-10-2017,9,Export,USD,AXW291,83,7,8,174.2,101.04,1393.6
SO - 0003131,3-10-2017,17-10-2017,20,Export,NZD,AXW291,90,11,5,1916.2,1073.07,9581.0
SO - 0003836,3-10-2017,14-10-2017,12,Export,NZD,AXW291,64,13,7,207.7,114.24,1453.9
SO - 0003888,3-10-2017,17-10-2017,15,Export,NZD,AXW291,75,1,12,951.4,618.41,11416.8
SO - 0004043,3-10-2017,06-10-2017,38,Wholesale,NZD,AXW291,91,1,11,1159.1,475.23,12750.1
SO - 0004891,3-10-2017,07-10-2017,36,Wholesale,NZD,AXW291,62,2,5,194.3,161.27,971.5
SO - 0004975,3-10-2017,21-10-2017,47,Distributor,NZD,AXW291,85,2,6,5333.2,4426.56,31999.2
SO - 0006526,3-10-2017,12-10-2017,33,Wholesale,NZD,AXW291,27,7,5,1782.2,1283.18,8911.0
SO - 0007431,3-10-2017,17-10-2017,20,Distributor,USD,AXW291,14,13,9,911.2,537.61,8200.8
SO - 000205,4-10-2017,14-10-2017,14,Wholesale,GBP,AXW291,78,13,8,5916.1,4673.72,47328.8
SO - 000257,4-10-2017,20-10-2017,41,Wholesale,NZD,AXW291,6,2,10,2003.3,801.32,20033.0
SO - 0003329,4-10-2017,20-10-2017,32,Wholesale,USD,AXW291,82,11,6,1118.9,559.45,6713.4
SO - 0003742,4-10-2017,15-10-2017,1,Wholesale,USD,AXW291,13,1,6,1031.8,691.31,6190.8
SO - 0003856,4-10-2017,17-10-2017,18,Distributor,USD,AXW291,12,5,11,837.5,368.5,9212.5
SO - 0003957,4-10-2017,18-10-2017,1,Wholesale,USD,AXW291,35,2,11,3879.3,2366.37,42672.3
SO - 0004267,4-10-2017,13-10-2017,27,Wholesale,USD,AXW291,28,13,9,1701.8,1123.19,15316.2
SO - 0004736,4-10-2017,16-10-2017,11,Wholesale,GBP,AXW291,6,2,12,5118.8,3020.09,61425.6
SO - 0006773,4-10-2017,19-10-2017,4,Wholesale,NZD,AXW291,67,11,7,3041.8,2555.11,21292.6
SO - 0006796,4-10-2017,17-10-2017,35,Wholesale,NZD,AXW291,94,12,10,5735.2,4416.1,57352.0
SO - 0007199,4-10-2017,22-10-2017,13,Export,NZD,AXW291,100,11,9,1005.0,663.3,9045.0
SO - 0007304,4-10-2017,13-10-2017,35,Distributor,EUR,AXW291,69,13,11,2257.9,1174.11,24836.9
SO - 0008050,4-10-2017,22-10-2017,7,Distributor,AUD,AXW291,69,8,11,2318.2,1483.65,25500.2
SO - 000530,5-10-2017,18-10-2017,48,Distributor,NZD,AXW291,39,1,6,1681.7,1126.74,10090.2
SO - 000694,5-10-2017,10-10-2017,16,Wholesale,USD,AXW291,37,2,5,991.6,525.55,4958.0
SO - 000773,5-10-2017,17-10-2017,49,Distributor,EUR,AXW291,66,2,12,3055.2,1497.05,36662.4
SO - 000820,5-10-2017,17-10-2017,42,Distributor,GBP,AXW291,86,7,7,227.8,93.4,1594.6
SO - 0002487,5-10-2017,20-10-2017,50,Distributor,NZD,AXW291,97,11,6,3859.2,1968.19,23155.2
SO - 0004061,5-10-2017,20-10-2017,50,Distributor,NZD,AXW291,65,1,6,3993.2,1757.01,23959.2
SO - 0005305,5-10-2017,23-10-2017,46,Export,NZD,AXW291,95,5,9,971.5,446.89,8743.5
SO - 0006573,5-10-2017,22-10-2017,10,Wholesale,NZD,AXW291,73,11,7,2432.1,2067.29,17024.7
SO - 000446,6-10-2017,21-10-2017,23,Wholesale,USD,AXW291,29,7,7,844.2,346.12,5909.4
SO - 000558,6-10-2017,12-10-2017,35,Distributor,GBP,AXW291,9,13,6,2298.1,1539.73,13788.6
SO - 0001343,6-10-2017,19-10-2017,22,Wholesale,GBP,AXW291,72,2,12,1078.7,528.56,12944.4
SO - 0001436,6-10-2017,13-10-2017,4,Distributor,AUD,AXW291,48,9,7,877.7,649.5,6143.9
SO - 0004497,6-10-2017,20-10-2017,22,Distributor,EUR,AXW291,20,1,7,884.4,689.83,6190.8
SO - 0004539,6-10-2017,14-10-2017,11,Export,NZD,AXW291,18,5,10,3879.3,3103.44,38793.0
SO - 0005740,6-10-2017,18-10-2017,3,Export,NZD,AXW291,24,13,11,2311.5,1502.48,25426.5
SO - 0007543,6-10-2017,17-10-2017,37,Wholesale,NZD,AXW291,78,13,5,1118.9,850.36,5594.5
SO - 000447,7-10-2017,13-10-2017,25,Export,USD,AXW291,93,11,6,3490.7,1780.26,20944.2
SO - 000953,7-10-2017,11-10-2017,29,Export,USD,AXW291,30,3,7,1775.5,905.51,12428.5
SO - 0001825,7-10-2017,19-10-2017,35,Wholesale,NZD,AXW291,22,3,12,897.8,619.48,10773.6
SO - 0003254,7-10-2017,14-10-2017,7,Wholesale,EUR,AXW291,9,7,7,777.2,528.5,5440.4
SO - 0004998,7-10-2017,11-10-2017,47,Distributor,AUD,AXW291,49,1,12,911.2,537.61,10934.4
SO - 0006115,7-10-2017,24-10-2017,14,Wholesale,EUR,AXW291,49,5,6,1072.0,825.44,6432.0
SO - 0007103,7-10-2017,13-10-2017,17,Wholesale,NZD,AXW291,32,13,12,3825.7,2869.28,45908.4
SO - 0007453,7-10-2017,12-10-2017,38,Export,USD,AXW291,2,13,12,730.3,452.79,8763.6
SO - 0002624,8-10-2017,19-10-2017,50,Distributor,AUD,AXW291,28,2,10,1085.4,911.74,10854.0
SO - 0003401,8-10-2017,25-10-2017,38,Export,AUD,AXW291,59,9,6,3946.3,2801.87,23677.8
SO - 0003440,8-10-2017,14-10-2017,31,Wholesale,AUD,AXW291,87,7,11,3651.5,2117.87,40166.5
SO - 0006851,8-10-2017,16-10-2017,9,Wholesale,AUD,AXW291,12,9,5,6425.3,3662.42,32126.5
SO - 000172,9-10-2017,27-10-2017,6,Wholesale,GBP,AXW291,2,7,6,1005.0,743.7,6030.0
SO - 0002839,9-10-2017,24-10-2017,9,Wholesale,NZD,AXW291,50,2,6,931.3,474.96,5587.8
SO - 0003761,9-10-2017,20-10-2017,41,Wholesale,GBP,AXW291,92,7,10,174.2,116.71,1742.0
SO - 0004663,9-10-2017,18-10-2017,25,Wholesale,USD,AXW291,76,1,8,1065.3,777.67,8522.4
SO - 0005688,9-10-2017,25-10-2017,3,Export,AUD,AXW291,87,1,9,3926.2,2473.51,35335.8
SO - 0007744,9-10-2017,21-10-2017,17,Export,NZD,AXW291,83,14,11,4020.0,2894.4,44220.0
SO - 0001124,10-10-2017,21-10-2017,20,Wholesale,NZD,AXW291,53,7,11,1695.1,1101.82,18646.1
SO - 0001165,10-10-2017,21-10-2017,43,Wholesale,AUD,AXW291,40,1,5,5467.2,3444.34,27336.0
SO - 0001434,10-10-2017,20-10-2017,47,Wholesale,NZD,AXW291,83,1,12,1018.4,539.75,12220.8
SO - 0002565,10-10-2017,26-10-2017,42,Distributor,USD,AXW291,66,7,5,1125.6,709.13,5628.0
SO - 0005177,10-10-2017,25-10-2017,19,Wholesale,AUD,AXW291,23,1,12,1065.3,532.65,12783.6
SO - 0006523,10-10-2017,18-10-2017,13,Export,USD,AXW291,97,2,11,2512.5,1381.88,27637.5
SO - 0006849,10-10-2017,27-10-2017,6,Distributor,USD,AXW291,34,1,5,2458.9,1549.11,12294.5
SO - 000129,11-10-2017,25-10-2017,22,Distributor,USD,AXW291,67,11,10,5976.4,2450.32,59764.0
SO - 0001740,11-10-2017,17-10-2017,45,Wholesale,EUR,AXW291,82,1,5,1065.3,639.18,5326.5
SO - 0002325,11-10-2017,17-10-2017,47,Wholesale,USD,AXW291,64,5,12,978.2,674.96,11738.4
SO - 0002808,11-10-2017,24-10-2017,15,Wholesale,GBP,AXW291,25,10,9,991.6,694.12,8924.4
SO - 0003471,11-10-2017,29-10-2017,25,Wholesale,NZD,AXW291,42,7,5,1051.9,462.84,5259.5
SO - 0004848,11-10-2017,28-10-2017,31,Export,AUD,AXW291,38,13,6,5922.8,2428.35,35536.8
SO - 0006265,11-10-2017,14-10-2017,47,Wholesale,NZD,AXW291,74,7,10,1105.5,674.36,11055.0
SO - 0007880,11-10-2017,29-10-2017,13,Wholesale,USD,AXW291,88,7,12,3999.9,1839.95,47998.8
SO - 000967,12-10-2017,29-10-2017,28,Wholesale,AUD,AXW291,99,10,8,2412.0,1447.2,19296.0
SO - 0004446,12-10-2017,25-10-2017,46,Wholesale,AUD,AXW291,53,1,12,1708.5,683.4,20502.0
SO - 0004842,12-10-2017,28-10-2017,5,Wholesale,USD,AXW291,96,1,7,1085.4,596.97,7597.8
SO - 0005986,12-10-2017,20-10-2017,6,Wholesale,NZD,AXW291,46,7,11,3939.6,2560.74,43335.6
SO - 0006165,12-10-2017,19-10-2017,46,Wholesale,AUD,AXW291,76,13,12,241.2,103.72,2894.4
SO - 0006726,12-10-2017,16-10-2017,15,Wholesale,USD,AXW291,95,4,9,1018.4,712.88,9165.6
SO - 0006753,12-10-2017,17-10-2017,30,Wholesale,USD,AXW291,82,11,10,737.0,449.57,7370.0
SO - 0007271,12-10-2017,15-10-2017,34,Wholesale,GBP,AXW291,76,2,10,2512.5,1030.13,25125.0
SO - 0002832,13-10-2017,17-10-2017,11,Distributor,NZD,AXW291,48,5,9,1762.1,1462.54,15858.9
SO - 0003321,13-10-2017,26-10-2017,12,Wholesale,NZD,AXW291,16,7,5,1078.7,690.37,5393.5
SO - 0003654,13-10-2017,18-10-2017,35,Export,USD,AXW291,36,8,12,737.0,582.23,8844.0
SO - 0004430,13-10-2017,27-10-2017,3,Distributor,GBP,AXW291,98,3,10,5071.9,3246.02,50719.0
SO - 0005651,13-10-2017,27-10-2017,39,Export,NZD,AXW291,65,13,10,1051.9,704.77,10519.0
SO - 0005881,13-10-2017,26-10-2017,3,Wholesale,GBP,AXW291,49,2,11,5118.8,2149.9,56306.8
SO - 0005969,13-10-2017,29-10-2017,11,Wholesale,AUD,AXW291,9,2,12,1721.9,843.73,20662.8
SO - 0007976,13-10-2017,23-10-2017,29,Wholesale,NZD,AXW291,85,1,7,984.9,482.6,6894.3
SO - 0002658,14-10-2017,24-10-2017,20,Distributor,EUR,AXW291,5,2,9,3946.3,1736.37,35516.7
SO - 0003410,14-10-2017,23-10-2017,38,Export,AUD,AXW291,40,7,11,2358.4,1532.96,25942.4
SO - 0003828,14-10-2017,29-10-2017,5,Wholesale,AUD,AXW291,21,5,12,5621.3,3316.57,67455.6
SO - 0005924,14-10-2017,24-10-2017,30,Wholesale,USD,AXW291,12,7,5,5179.1,2434.18,25895.5
